Year,County,Ethnicity,Race,Gender,Age Group,Count
2014,Kane,Hispanic,White,Male,45--64,58
2014,Kane,Hispanic,White,Male,65--84,62
2014,Kane,Hispanic,White,Male,85+,16
2014,Kane,Hispanic,White,Female,<1,7
2014,Kane,Hispanic,White,Female,1--17,1
2014,Kane,Hispanic,White,Female,18--24,4
2014,Kane,Hispanic,White,Female,25--44,15
2014,Kane,Hispanic,White,Female,45--64,32
2014,Kane,Hispanic,White,Female,65--84,43
2014,Kane,Hispanic,White,Female,85+,26
2014,Kane,Hispanic,Black,Male,<1,1
2014,Kane,Hispanic,Black,Male,1--17,0
2014,Kane,Hispanic,Black,Male,18--24,0
2014,Kane,Hispanic,Black,Male,25--44,0
2014,Kane,Hispanic,Black,Male,45--64,0
2014,Kane,Hispanic,Black,Male,65--84,0
2014,Kane,Hispanic,Black,Male,85+,0
2014,Kane,Hispanic,Black,Female,<1,1
2014,Kane,Hispanic,Black,Female,1--17,0
2014,Kane,Hispanic,Black,Female,18--24,0
2014,Kane,Hispanic,Black,Female,25--44,0
2014,Kane,Hispanic,Black,Female,45--64,0
2014,Kane,Hispanic,Black,Female,65--84,0
2014,Kane,Hispanic,Black,Female,85+,0
2014,Kane,Hispanic,Other,Male,<1,0
2014,Kane,Hispanic,Other,Male,1--17,0
2014,Kane,Hispanic,Other,Male,18--24,0
2014,Kane,Hispanic,Other,Male,25--44,0
2014,Kane,Hispanic,Other,Male,45--64,1
2014,Kane,Hispanic,Other,Male,65--84,0
2014,Kane,Hispanic,Other,Male,85+,1
2014,Kane,Hispanic,Other,Female,<1,0
2014,Kane,Hispanic,Other,Female,1--17,0
2014,Kane,Hispanic,Other,Female,18--24,0
2014,Kane,Hispanic,Other,Female,25--44,0
2014,Kane,Hispanic,Other,Female,45--64,0
2014,Kane,Hispanic,Other,Female,65--84,0
2014,Kane,Hispanic,Other,Female,85+,0
2014,Kankakee,Non-Hispanic,White,Male,<1,4
2014,Kankakee,Non-Hispanic,White,Male,1--17,1
2014,Kankakee,Non-Hispanic,White,Male,18--24,7
2014,Kankakee,Non-Hispanic,White,Male,25--44,20
2014,Kankakee,Non-Hispanic,White,Male,45--64,114
2014,Kankakee,Non-Hispanic,White,Male,65--84,195
2014,Kankakee,Non-Hispanic,White,Male,85+,130
2014,Kankakee,Non-Hispanic,White,Female,<1,1
2014,Kankakee,Non-Hispanic,White,Female,1--17,0
2014,Kankakee,Non-Hispanic,White,Female,18--24,0
2014,Kankakee,Non-Hispanic,White,Female,25--44,11
2014,Kankakee,Non-Hispanic,White,Female,45--64,60
2014,Kankakee,Non-Hispanic,White,Female,65--84,175
2014,Kankakee,Non-Hispanic,White,Female,85+,200
2014,Kankakee,Non-Hispanic,Black,Male,<1,3
2014,Kankakee,Non-Hispanic,Black,Male,1--17,0
2014,Kankakee,Non-Hispanic,Black,Male,18--24,4
2014,Kankakee,Non-Hispanic,Black,Male,25--44,10
2014,Kankakee,Non-Hispanic,Black,Male,45--64,25
2014,Kankakee,Non-Hispanic,Black,Male,65--84,39
2014,Kankakee,Non-Hispanic,Black,Male,85+,6
2014,Kankakee,Non-Hispanic,Black,Female,<1,1
2014,Kankakee,Non-Hispanic,Black,Female,1--17,0
2014,Kankakee,Non-Hispanic,Black,Female,18--24,1
2014,Kankakee,Non-Hispanic,Black,Female,25--44,4
2014,Kankakee,Non-Hispanic,Black,Female,45--64,16
2014,Kankakee,Non-Hispanic,Black,Female,65--84,25
2014,Kankakee,Non-Hispanic,Black,Female,85+,15
2014,Kankakee,Non-Hispanic,Other,Male,<1,0
2014,Kankakee,Non-Hispanic,Other,Male,1--17,0
2014,Kankakee,Non-Hispanic,Other,Male,18--24,0
2014,Kankakee,Non-Hispanic,Other,Male,25--44,0
2014,Kankakee,Non-Hispanic,Other,Male,45--64,0
2014,Kankakee,Non-Hispanic,Other,Male,65--84,1
2014,Kankakee,Non-Hispanic,Other,Male,85+,0
2014,Kankakee,Non-Hispanic,Other,Female,<1,0
2014,Kankakee,Non-Hispanic,Other,Female,1--17,0
2014,Kankakee,Non-Hispanic,Other,Female,18--24,0
2014,Kankakee,Non-Hispanic,Other,Female,25--44,0
2014,Kankakee,Non-Hispanic,Other,Female,45--64,0
2014,Kankakee,Non-Hispanic,Other,Female,65--84,3
2014,Kankakee,Non-Hispanic,Other,Female,85+,1
2014,Kankakee,Hispanic,White,Male,<1,0
2014,Kankakee,Hispanic,White,Male,1--17,1
2014,Kankakee,Hispanic,White,Male,18--24,1
2014,Kankakee,Hispanic,White,Male,25--44,3
2014,Kankakee,Hispanic,White,Male,45--64,2
2014,Kankakee,Hispanic,White,Male,65--84,2
2014,Kankakee,Hispanic,White,Male,85+,2
2014,Kankakee,Hispanic,White,Female,<1,0
2014,Kankakee,Hispanic,White,Female,1--17,2
2014,Kankakee,Hispanic,White,Female,18--24,0
2014,Kankakee,Hispanic,White,Female,25--44,1
2014,Kankakee,Hispanic,White,Female,45--64,4
2014,Kankakee,Hispanic,White,Female,65--84,2
2014,Kankakee,Hispanic,White,Female,85+,0
2014,Kankakee,Hispanic,Black,Male,<1,0
2014,Kankakee,Hispanic,Black,Male,1--17,1
2014,Kankakee,Hispanic,Black,Male,18--24,0
2014,Kankakee,Hispanic,Black,Male,25--44,0
2014,Kankakee,Hispanic,Black,Male,45--64,0
2014,Kankakee,Hispanic,Black,Male,65--84,0
2014,Kankakee,Hispanic,Black,Male,85+,0
2014,Kankakee,Hispanic,Black,Female,<1,0
2014,Kankakee,Hispanic,Black,Female,1--17,0
2014,Kankakee,Hispanic,Black,Female,18--24,0
2014,Kankakee,Hispanic,Black,Female,25--44,0
2014,Kankakee,Hispanic,Black,Female,45--64,0
2014,Kankakee,Hispanic,Black,Female,65--84,0
2014,Kankakee,Hispanic,Black,Female,85+,0
2014,Kankakee,Hispanic,Other,Male,<1,0
2014,Kankakee,Hispanic,Other,Male,1--17,0
2014,Kankakee,Hispanic,Other,Male,18--24,0
2014,Kankakee,Hispanic,Other,Male,25--44,1
2014,Kankakee,Hispanic,Other,Male,45--64,0
2014,Kankakee,Hispanic,Other,Male,65--84,0
2014,Kankakee,Hispanic,Other,Male,85+,2
2014,Kankakee,Hispanic,Other,Female,<1,0
2014,Kankakee,Hispanic,Other,Female,1--17,1
2014,Kankakee,Hispanic,Other,Female,18--24,0
2014,Kankakee,Hispanic,Other,Female,25--44,0
2014,Kankakee,Hispanic,Other,Female,45--64,0
2014,Kankakee,Hispanic,Other,Female,65--84,0
2014,Kankakee,Hispanic,Other,Female,85+,0
2014,Kendall,Non-Hispanic,White,Male,<1,6
2014,Kendall,Non-Hispanic,White,Male,1--17,2
2014,Kendall,Non-Hispanic,White,Male,18--24,1
2014,Kendall,Non-Hispanic,White,Male,25--44,24
2014,Kendall,Non-Hispanic,White,Male,45--64,48
2014,Kendall,Non-Hispanic,White,Male,65--84,107
2014,Kendall,Non-Hispanic,White,Male,85+,67
2014,Kendall,Non-Hispanic,White,Female,<1,3
2014,Kendall,Non-Hispanic,White,Female,1--17,0
2014,Kendall,Non-Hispanic,White,Female,18--24,0
2014,Kendall,Non-Hispanic,White,Female,25--44,4
2014,Kendall,Non-Hispanic,White,Female,45--64,39
2014,Kendall,Non-Hispanic,White,Female,65--84,107
2014,Kendall,Non-Hispanic,White,Female,85+,101
2014,Kendall,Non-Hispanic,Black,Male,<1,0
2014,Kendall,Non-Hispanic,Black,Male,1--17,0
2014,Kendall,Non-Hispanic,Black,Male,18--24,0
2014,Kendall,Non-Hispanic,Black,Male,25--44,5
2014,Kendall,Non-Hispanic,Black,Male,45--64,7
2014,Kendall,Non-Hispanic,Black,Male,65--84,4
2014,Kendall,Non-Hispanic,Black,Male,85+,0
2014,Kendall,Non-Hispanic,Black,Female,<1,0
2014,Kendall,Non-Hispanic,Black,Female,1--17,0
2014,Kendall,Non-Hispanic,Black,Female,18--24,0
2014,Kendall,Non-Hispanic,Black,Female,25--44,0
2014,Kendall,Non-Hispanic,Black,Female,45--64,3
2014,Kendall,Non-Hispanic,Black,Female,65--84,6
2014,Kendall,Non-Hispanic,Black,Female,85+,6
2014,Kendall,Non-Hispanic,Other,Male,<1,0
2014,Kendall,Non-Hispanic,Other,Male,1--17,0
2014,Kendall,Non-Hispanic,Other,Male,18--24,0
2014,Kendall,Non-Hispanic,Other,Male,25--44,0
2014,Kendall,Non-Hispanic,Other,Male,45--64,1
2014,Kendall,Non-Hispanic,Other,Male,65--84,4
2014,Kendall,Non-Hispanic,Other,Male,85+,0
2014,Kendall,Non-Hispanic,Other,Female,<1,0
2014,Kendall,Non-Hispanic,Other,Female,1--17,0
2014,Kendall,Non-Hispanic,Other,Female,18--24,0
2014,Kendall,Non-Hispanic,Other,Female,25--44,0
2014,Kendall,Non-Hispanic,Other,Female,45--64,1
2014,Kendall,Non-Hispanic,Other,Female,65--84,3
2014,Kendall,Non-Hispanic,Other,Female,85+,2
2014,Kendall,Hispanic,White,Male,<1,4
2014,Kendall,Hispanic,White,Male,1--17,1
2014,Kendall,Hispanic,White,Male,18--24,0
2014,Kendall,Hispanic,White,Male,25--44,0
2014,Kendall,Hispanic,White,Male,45--64,1
2014,Kendall,Hispanic,White,Male,65--84,2
2014,Kendall,Hispanic,White,Male,85+,4
2014,Kendall,Hispanic,White,Female,<1,0
2014,Kendall,Hispanic,White,Female,1--17,0
2014,Kendall,Hispanic,White,Female,18--24,0
2014,Kendall,Hispanic,White,Female,25--44,1
2014,Kendall,Hispanic,White,Female,45--64,1
2014,Kendall,Hispanic,White,Female,65--84,3
2014,Kendall,Hispanic,White,Female,85+,2
2014,Kendall,Hispanic,Black,Male,<1,0
2014,Kendall,Hispanic,Black,Male,1--17,0
2014,Kendall,Hispanic,Black,Male,18--24,0
2014,Kendall,Hispanic,Black,Male,25--44,0
2014,Kendall,Hispanic,Black,Male,45--64,0
2014,Kendall,Hispanic,Black,Male,65--84,0
2014,Kendall,Hispanic,Black,Male,85+,0
2014,Kendall,Hispanic,Black,Female,<1,0
2014,Kendall,Hispanic,Black,Female,1--17,0
2014,Kendall,Hispanic,Black,Female,18--24,0
2014,Kendall,Hispanic,Black,Female,25--44,0
2014,Kendall,Hispanic,Black,Female,45--64,1
2014,Kendall,Hispanic,Black,Female,65--84,0
2014,Kendall,Hispanic,Black,Female,85+,0
2014,Kendall,Hispanic,Other,Male,<1,0
2014,Kendall,Hispanic,Other,Male,1--17,0
2014,Kendall,Hispanic,Other,Male,18--24,0
2014,Kendall,Hispanic,Other,Male,25--44,0
2014,Kendall,Hispanic,Other,Male,45--64,0
2014,Kendall,Hispanic,Other,Male,65--84,0
2014,Kendall,Hispanic,Other,Male,85+,0
2014,Kendall,Hispanic,Other,Female,<1,0
2014,Kendall,Hispanic,Other,Female,1--17,0
2014,Kendall,Hispanic,Other,Female,18--24,0
2014,Kendall,Hispanic,Other,Female,25--44,0
2014,Kendall,Hispanic,Other,Female,45--64,0
2014,Kendall,Hispanic,Other,Female,65--84,1
2014,Kendall,Hispanic,Other,Female,85+,0
2014,Knox,Non-Hispanic,White,Male,<1,2
2014,Knox,Non-Hispanic,White,Male,1--17,1
2014,Knox,Non-Hispanic,White,Male,18--24,1
2014,Knox,Non-Hispanic,White,Male,25--44,15
2014,Knox,Non-Hispanic,White,Male,45--64,58
2014,Knox,Non-Hispanic,White,Male,65--84,137
2014,Knox,Non-Hispanic,White,Male,85+,74
2014,Knox,Non-Hispanic,White,Female,<1,0
2014,Knox,Non-Hispanic,White,Female,1--17,2
2014,Knox,Non-Hispanic,White,Female,18--24,0
2014,Knox,Non-Hispanic,White,Female,25--44,4
2014,Knox,Non-Hispanic,White,Female,45--64,40
2014,Knox,Non-Hispanic,White,Female,65--84,127
2014,Knox,Non-Hispanic,White,Female,85+,151
2014,Knox,Non-Hispanic,Black,Male,<1,0
2014,Knox,Non-Hispanic,Black,Male,1--17,0
2014,Knox,Non-Hispanic,Black,Male,18--24,1
2014,Knox,Non-Hispanic,Black,Male,25--44,1
2014,Knox,Non-Hispanic,Black,Male,45--64,7
2014,Knox,Non-Hispanic,Black,Male,65--84,4
2014,Knox,Non-Hispanic,Black,Male,85+,2
2014,Knox,Non-Hispanic,Black,Female,<1,3
2014,Knox,Non-Hispanic,Black,Female,1--17,0
2014,Knox,Non-Hispanic,Black,Female,18--24,0
2014,Knox,Non-Hispanic,Black,Female,25--44,0
2014,Knox,Non-Hispanic,Black,Female,45--64,0
2014,Knox,Non-Hispanic,Black,Female,65--84,3
2014,Knox,Non-Hispanic,Black,Female,85+,2
2014,Knox,Non-Hispanic,Other,Male,<1,0
2014,Knox,Non-Hispanic,Other,Male,1--17,0
2014,Knox,Non-Hispanic,Other,Male,18--24,0
2014,Knox,Non-Hispanic,Other,Male,25--44,0
2014,Knox,Non-Hispanic,Other,Male,45--64,0
2014,Knox,Non-Hispanic,Other,Male,65--84,0
2014,Knox,Non-Hispanic,Other,Male,85+,1
2014,Knox,Non-Hispanic,Other,Female,<1,0
2014,Knox,Non-Hispanic,Other,Female,1--17,0
2014,Knox,Non-Hispanic,Other,Female,18--24,0
2014,Knox,Non-Hispanic,Other,Female,25--44,0
2014,Knox,Non-Hispanic,Other,Female,45--64,0
2014,Knox,Non-Hispanic,Other,Female,65--84,1
2014,Knox,Non-Hispanic,Other,Female,85+,0
2014,Knox,Hispanic,White,Male,<1,0
2014,Knox,Hispanic,White,Male,1--17,0
2014,Knox,Hispanic,White,Male,18--24,0
2014,Knox,Hispanic,White,Male,25--44,1
2014,Knox,Hispanic,White,Male,45--64,1
2014,Knox,Hispanic,White,Male,65--84,3
2014,Knox,Hispanic,White,Male,85+,0
2014,Knox,Hispanic,White,Female,<1,0
2014,Knox,Hispanic,White,Female,1--17,0
2014,Knox,Hispanic,White,Female,18--24,0
2014,Knox,Hispanic,White,Female,25--44,0
2014,Knox,Hispanic,White,Female,45--64,0
2014,Knox,Hispanic,White,Female,65--84,0
2014,Knox,Hispanic,White,Female,85+,0
2014,Knox,Hispanic,Black,Male,<1,0
2014,Knox,Hispanic,Black,Male,1--17,0
2014,Knox,Hispanic,Black,Male,18--24,0
2014,Knox,Hispanic,Black,Male,25--44,0
2014,Knox,Hispanic,Black,Male,45--64,0
2014,Knox,Hispanic,Black,Male,65--84,0
2014,Knox,Hispanic,Black,Male,85+,0
2014,Knox,Hispanic,Black,Female,<1,0
2014,Knox,Hispanic,Black,Female,1--17,0
2014,Knox,Hispanic,Black,Female,18--24,0
2014,Knox,Hispanic,Black,Female,25--44,0
2014,Knox,Hispanic,Black,Female,45--64,0
2014,Knox,Hispanic,Black,Female,65--84,0
2014,Knox,Hispanic,Black,Female,85+,0
2014,Knox,Hispanic,Other,Male,<1,0
2014,Knox,Hispanic,Other,Male,1--17,1
2014,Knox,Hispanic,Other,Male,18--24,0
2014,Knox,Hispanic,Other,Male,25--44,0
2014,Knox,Hispanic,Other,Male,45--64,2
2014,Knox,Hispanic,Other,Male,65--84,3
2014,Knox,Hispanic,Other,Male,85+,1
2014,Knox,Hispanic,Other,Female,<1,0
2014,Knox,Hispanic,Other,Female,1--17,0
2014,Knox,Hispanic,Other,Female,18--24,0
2014,Knox,Hispanic,Other,Female,25--44,0
2014,Knox,Hispanic,Other,Female,45--64,0
2014,Knox,Hispanic,Other,Female,65--84,0
2014,Knox,Hispanic,Other,Female,85+,1
2014,Lake,Non-Hispanic,White,Male,<1,12
2014,Lake,Non-Hispanic,White,Male,1--17,5
2014,Lake,Non-Hispanic,White,Male,18--24,28
2014,Lake,Non-Hispanic,White,Male,25--44,71
2014,Lake,Non-Hispanic,White,Male,45--64,386
2014,Lake,Non-Hispanic,White,Male,65--84,756
2014,Lake,Non-Hispanic,White,Male,85+,567
2014,Lake,Non-Hispanic,White,Female,<1,5
2014,Lake,Non-Hispanic,White,Female,1--17,4
2014,Lake,Non-Hispanic,White,Female,18--24,7
2014,Lake,Non-Hispanic,White,Female,25--44,39
2014,Lake,Non-Hispanic,White,Female,45--64,256
2014,Lake,Non-Hispanic,White,Female,65--84,686
2014,Lake,Non-Hispanic,White,Female,85+,941
2014,Lake,Non-Hispanic,Black,Male,<1,2
2014,Lake,Non-Hispanic,Black,Male,1--17,4
2014,Lake,Non-Hispanic,Black,Male,18--24,2
2014,Lake,Non-Hispanic,Black,Male,25--44,17
2014,Lake,Non-Hispanic,Black,Male,45--64,74
2014,Lake,Non-Hispanic,Black,Male,65--84,58
2014,Lake,Non-Hispanic,Black,Male,85+,17
2014,Lake,Non-Hispanic,Black,Female,<1,6
2014,Lake,Non-Hispanic,Black,Female,1--17,1
2014,Lake,Non-Hispanic,Black,Female,18--24,0
2014,Lake,Non-Hispanic,Black,Female,25--44,12
2014,Lake,Non-Hispanic,Black,Female,45--64,39
2014,Lake,Non-Hispanic,Black,Female,65--84,69
2014,Lake,Non-Hispanic,Black,Female,85+,46
2014,Lake,Non-Hispanic,Other,Male,<1,0
2014,Lake,Non-Hispanic,Other,Male,1--17,1
2014,Lake,Non-Hispanic,Other,Male,18--24,0
2014,Lake,Non-Hispanic,Other,Male,25--44,8
2014,Lake,Non-Hispanic,Other,Male,45--64,12
2014,Lake,Non-Hispanic,Other,Male,65--84,30
2014,Lake,Non-Hispanic,Other,Male,85+,13
2014,Lake,Non-Hispanic,Other,Female,<1,1
2014,Lake,Non-Hispanic,Other,Female,1--17,0
2014,Lake,Non-Hispanic,Other,Female,18--24,0
2014,Lake,Non-Hispanic,Other,Female,25--44,4
2014,Lake,Non-Hispanic,Other,Female,45--64,7
2014,Lake,Non-Hispanic,Other,Female,65--84,20
2014,Lake,Non-Hispanic,Other,Female,85+,18
2014,Lake,Hispanic,White,Male,<1,3
2014,Lake,Hispanic,White,Male,1--17,5
2014,Lake,Hispanic,White,Male,18--24,5
2014,Lake,Hispanic,White,Male,25--44,20
2014,Lake,Hispanic,White,Male,45--64,36
2014,Lake,Hispanic,White,Male,65--84,37
2014,Lake,Hispanic,White,Male,85+,16
2014,Lake,Hispanic,White,Female,<1,7
2014,Lake,Hispanic,White,Female,1--17,5
2014,Lake,Hispanic,White,Female,18--24,2
2014,Lake,Hispanic,White,Female,25--44,2
2014,Lake,Hispanic,White,Female,45--64,26
2014,Lake,Hispanic,White,Female,65--84,39
2014,Lake,Hispanic,White,Female,85+,14
2014,Lake,Hispanic,Black,Male,<1,1
2014,Lake,Hispanic,Black,Male,1--17,0
2014,Lake,Hispanic,Black,Male,18--24,0
2014,Lake,Hispanic,Black,Male,25--44,0
2014,Lake,Hispanic,Black,Male,45--64,0
2014,Lake,Hispanic,Black,Male,65--84,0
2014,Lake,Hispanic,Black,Male,85+,0
2014,Lake,Hispanic,Black,Female,<1,0
2014,Lake,Hispanic,Black,Female,1--17,0
2014,Lake,Hispanic,Black,Female,18--24,0
2014,Lake,Hispanic,Black,Female,25--44,0
2014,Lake,Hispanic,Black,Female,45--64,0
2014,Lake,Hispanic,Black,Female,65--84,0
2014,Lake,Hispanic,Black,Female,85+,0
2014,Lake,Hispanic,Other,Male,<1,0
2014,Lake,Hispanic,Other,Male,1--17,0
2014,Lake,Hispanic,Other,Male,18--24,1
2014,Lake,Hispanic,Other,Male,25--44,1
2014,Lake,Hispanic,Other,Male,45--64,3
2014,Lake,Hispanic,Other,Male,65--84,2
2014,Lake,Hispanic,Other,Male,85+,1
2014,Lake,Hispanic,Other,Female,<1,0
2014,Lake,Hispanic,Other,Female,1--17,0
2014,Lake,Hispanic,Other,Female,18--24,0
2014,Lake,Hispanic,Other,Female,25--44,0
2014,Lake,Hispanic,Other,Female,45--64,0
2014,Lake,Hispanic,Other,Female,65--84,3
2014,Lake,Hispanic,Other,Female,85+,2
2014,La Salle,Non-Hispanic,White,Male,<1,2
2014,La Salle,Non-Hispanic,White,Male,1--17,2
2014,La Salle,Non-Hispanic,White,Male,18--24,6
2014,La Salle,Non-Hispanic,White,Male,25--44,29
2014,La Salle,Non-Hispanic,White,Male,45--64,137
2014,La Salle,Non-Hispanic,White,Male,65--84,307
2014,La Salle,Non-Hispanic,White,Male,85+,177
2014,La Salle,Non-Hispanic,White,Female,<1,4
2014,La Salle,Non-Hispanic,White,Female,1--17,0
2014,La Salle,Non-Hispanic,White,Female,18--24,1
2014,La Salle,Non-Hispanic,White,Female,25--44,10
2014,La Salle,Non-Hispanic,White,Female,45--64,90
2014,La Salle,Non-Hispanic,White,Female,65--84,241
2014,La Salle,Non-Hispanic,White,Female,85+,314
2014,La Salle,Non-Hispanic,Black,Male,<1,0
2014,La Salle,Non-Hispanic,Black,Male,1--17,0
2014,La Salle,Non-Hispanic,Black,Male,18--24,0
2014,La Salle,Non-Hispanic,Black,Male,25--44,1
2014,La Salle,Non-Hispanic,Black,Male,45--64,3
2014,La Salle,Non-Hispanic,Black,Male,65--84,0
2014,La Salle,Non-Hispanic,Black,Male,85+,0
2014,La Salle,Non-Hispanic,Black,Female,<1,0
2014,La Salle,Non-Hispanic,Black,Female,1--17,0
2014,La Salle,Non-Hispanic,Black,Female,18--24,0
2014,La Salle,Non-Hispanic,Black,Female,25--44,1
2014,La Salle,Non-Hispanic,Black,Female,45--64,1
2014,La Salle,Non-Hispanic,Black,Female,65--84,1
2014,La Salle,Non-Hispanic,Black,Female,85+,0
2014,La Salle,Non-Hispanic,Other,Male,<1,0
2014,La Salle,Non-Hispanic,Other,Male,1--17,0
2014,La Salle,Non-Hispanic,Other,Male,18--24,0
2014,La Salle,Non-Hispanic,Other,Male,25--44,0
2014,La Salle,Non-Hispanic,Other,Male,45--64,0
2014,La Salle,Non-Hispanic,Other,Male,65--84,1
2014,La Salle,Non-Hispanic,Other,Male,85+,0
2014,La Salle,Non-Hispanic,Other,Female,<1,0
2014,La Salle,Non-Hispanic,Other,Female,1--17,0
2014,La Salle,Non-Hispanic,Other,Female,18--24,0
2014,La Salle,Non-Hispanic,Other,Female,25--44,0
2014,La Salle,Non-Hispanic,Other,Female,45--64,0
2014,La Salle,Non-Hispanic,Other,Female,65--84,0
2014,La Salle,Non-Hispanic,Other,Female,85+,0
2014,La Salle,Hispanic,White,Male,<1,0
2014,La Salle,Hispanic,White,Male,1--17,1
2014,La Salle,Hispanic,White,Male,18--24,0
2014,La Salle,Hispanic,White,Male,25--44,2
2014,La Salle,Hispanic,White,Male,45--64,2
2014,La Salle,Hispanic,White,Male,65--84,4
2014,La Salle,Hispanic,White,Male,85+,0
2014,La Salle,Hispanic,White,Female,<1,1
2014,La Salle,Hispanic,White,Female,1--17,0
2014,La Salle,Hispanic,White,Female,18--24,0
2014,La Salle,Hispanic,White,Female,25--44,1
2014,La Salle,Hispanic,White,Female,45--64,2
2014,La Salle,Hispanic,White,Female,65--84,2
2014,La Salle,Hispanic,White,Female,85+,4
2014,La Salle,Hispanic,Black,Male,<1,1
2014,La Salle,Hispanic,Black,Male,1--17,0
2014,La Salle,Hispanic,Black,Male,18--24,0
2014,La Salle,Hispanic,Black,Male,25--44,0
2014,La Salle,Hispanic,Black,Male,45--64,0
2014,La Salle,Hispanic,Black,Male,65--84,0
2014,La Salle,Hispanic,Black,Male,85+,0
2014,La Salle,Hispanic,Black,Female,<1,0
2014,La Salle,Hispanic,Black,Female,1--17,0
2014,La Salle,Hispanic,Black,Female,18--24,0
2014,La Salle,Hispanic,Black,Female,25--44,0
2014,La Salle,Hispanic,Black,Female,45--64,0
2014,La Salle,Hispanic,Black,Female,65--84,0
2014,La Salle,Hispanic,Black,Female,85+,0
2014,La Salle,Hispanic,Other,Male,<1,0
2014,La Salle,Hispanic,Other,Male,1--17,0
2014,La Salle,Hispanic,Other,Male,18--24,0
2014,La Salle,Hispanic,Other,Male,25--44,0
2014,La Salle,Hispanic,Other,Male,45--64,1
2014,La Salle,Hispanic,Other,Male,65--84,0
2014,La Salle,Hispanic,Other,Male,85+,0
2014,La Salle,Hispanic,Other,Female,<1,0
2014,La Salle,Hispanic,Other,Female,1--17,0
2014,La Salle,Hispanic,Other,Female,18--24,0
2014,La Salle,Hispanic,Other,Female,25--44,0
2014,La Salle,Hispanic,Other,Female,45--64,0
2014,La Salle,Hispanic,Other,Female,65--84,1
2014,La Salle,Hispanic,Other,Female,85+,0
2014,Lawrence,Non-Hispanic,White,Male,<1,1
2014,Lawrence,Non-Hispanic,White,Male,1--17,0
2014,Lawrence,Non-Hispanic,White,Male,18--24,3
2014,Lawrence,Non-Hispanic,White,Male,25--44,7
2014,Lawrence,Non-Hispanic,White,Male,45--64,26
2014,Lawrence,Non-Hispanic,White,Male,65--84,38
2014,Lawrence,Non-Hispanic,White,Male,85+,27
2014,Lawrence,Non-Hispanic,White,Female,<1,1
2014,Lawrence,Non-Hispanic,White,Female,1--17,0
2014,Lawrence,Non-Hispanic,White,Female,18--24,1
2014,Lawrence,Non-Hispanic,White,Female,25--44,2
2014,Lawrence,Non-Hispanic,White,Female,45--64,8
2014,Lawrence,Non-Hispanic,White,Female,65--84,42
2014,Lawrence,Non-Hispanic,White,Female,85+,38
2014,Lawrence,Non-Hispanic,Black,Male,<1,0
2014,Lawrence,Non-Hispanic,Black,Male,1--17,0
2014,Lawrence,Non-Hispanic,Black,Male,18--24,0
2014,Lawrence,Non-Hispanic,Black,Male,25--44,3
2014,Lawrence,Non-Hispanic,Black,Male,45--64,0
2014,Lawrence,Non-Hispanic,Black,Male,65--84,0
2014,Lawrence,Non-Hispanic,Black,Male,85+,0
2014,Lawrence,Non-Hispanic,Black,Female,<1,0
2014,Lawrence,Non-Hispanic,Black,Female,1--17,0
2014,Lawrence,Non-Hispanic,Black,Female,18--24,0
2014,Lawrence,Non-Hispanic,Black,Female,25--44,0
2014,Lawrence,Non-Hispanic,Black,Female,45--64,0
2014,Lawrence,Non-Hispanic,Black,Female,65--84,0
2014,Lawrence,Non-Hispanic,Black,Female,85+,0
2014,Lawrence,Non-Hispanic,Other,Male,<1,0
2014,Lawrence,Non-Hispanic,Other,Male,1--17,0
2014,Lawrence,Non-Hispanic,Other,Male,18--24,0
2014,Lawrence,Non-Hispanic,Other,Male,25--44,0
2014,Lawrence,Non-Hispanic,Other,Male,45--64,0
2014,Lawrence,Non-Hispanic,Other,Male,65--84,0
2014,Lawrence,Non-Hispanic,Other,Male,85+,0
2014,Lawrence,Non-Hispanic,Other,Female,<1,0
2014,Lawrence,Non-Hispanic,Other,Female,1--17,0
2014,Lawrence,Non-Hispanic,Other,Female,18--24,0
2014,Lawrence,Non-Hispanic,Other,Female,25--44,0
2014,Lawrence,Non-Hispanic,Other,Female,45--64,0
2014,Lawrence,Non-Hispanic,Other,Female,65--84,0
2014,Lawrence,Non-Hispanic,Other,Female,85+,0
2014,Lawrence,Hispanic,White,Male,<1,0
2014,Lawrence,Hispanic,White,Male,1--17,0
2014,Lawrence,Hispanic,White,Male,18--24,0
2014,Lawrence,Hispanic,White,Male,25--44,0
2014,Lawrence,Hispanic,White,Male,45--64,0
2014,Lawrence,Hispanic,White,Male,65--84,0
2014,Lawrence,Hispanic,White,Male,85+,0
2014,Lawrence,Hispanic,White,Female,<1,0
2014,Lawrence,Hispanic,White,Female,1--17,0
2014,Lawrence,Hispanic,White,Female,18--24,0
2014,Lawrence,Hispanic,White,Female,25--44,0
2014,Lawrence,Hispanic,White,Female,45--64,0
2014,Lawrence,Hispanic,White,Female,65--84,0
2014,Lawrence,Hispanic,White,Female,85+,0
2014,Lawrence,Hispanic,Black,Male,<1,0
2014,Lawrence,Hispanic,Black,Male,1--17,0
2014,Lawrence,Hispanic,Black,Male,18--24,0
2014,Lawrence,Hispanic,Black,Male,25--44,0
2014,Lawrence,Hispanic,Black,Male,45--64,0
2014,Lawrence,Hispanic,Black,Male,65--84,0
2014,Lawrence,Hispanic,Black,Male,85+,0
2014,Lawrence,Hispanic,Black,Female,<1,0
2014,Lawrence,Hispanic,Black,Female,1--17,0
